Symbol,% GC
OR5T2,37.73
OR5T3,38.91
OR5T1,34.47
OR8H1,33.46
OR4K2,33.76
OR8K3,32.44
OR4K5,41.26
OR8K1,39.9
OR4K1,36.09
OR8J1,34.73
OR4K15,43.08
SUN1,52.69
OR8U1,43.87
SLC25A18,50.88
OR4K14,33.36
OR8U3,42.46
OR4K13,38.33
OR4L1,41.21
OR5M9,45.55
OR5M3,32.95
OR4K17,36.85
OR4N5,36.64
OR11G2,39.89
OR5M8,44.76
OR11H6,45.22
OR11H4,41.07
TTC5,39.83
SH3GL2,38.98
CCNB1IP1,39.52
PARP2,42.3
HDX,34.93
ATP4B,56.35
LURAP1L,36.72
ATP6V1E1,45.03
TEP1,47.43
TOP1,39.86
MCF2L,54.36
NFX1,42.57
KLHL33,48.67
OSGEP,45.08
ZNF496,48.35
ZWINT,48.04
PABPC5,41.28
APEX1,47.06
PABPC1L2A,49.62
ARL13A,44.49
VN1R5,41.4
USP25,35.42
PIP4P1,50.54
SAG,48.72
PNP,44.72
PRNP,41.8
CCNK,50.14
BRWD3,36.14
RNASE10,48.69
AXIN1,54.38
OR4K3,45.09
PRND,46.35
NUTM2A,58.55
RASSF2,49.01
BCL2L13,42.8
OR4Q2,44.8
OR11H7,40.42
GNAL,44.12
TCEAL2,41.81
BEX5,49.91
TCEAL6,49.71
ELAVL2,38.63
SLC2A9,45.33
ANXA11,50.39
CLBA1,53.3
FCER1A,38.03
OR10J1,40.58
NFS1,46.44
OR10J3,48.69
OR10J4,46.26
EDA,38.75
SETD3,42.67
GRHPR,53.09
ABCA3,53.03
CHM,36.96
DHX15,37.26
PFDN5,47.28
KRTAP8-1,51.73
KRTAP7-1,45.77
RNF138,40.1
KRTAP11-1,52.83
KRTAP19-8,49.06
MICAL3,49.78
SOD1,44.42
MYG1,51.32
POF1B,35.73
AAAS,49.39
MINPP1,38.05
ZNF595,38.32
MEP1B,39.49
DOP1B,47.09
SP7,53.31
KLHL4,35.54
IGHV3-20,52.32
PAX5,49.3
AHNAK2,57.29
ROMO1,50.26
TFAM,37.47
PNLIPRP1,44.74
LOXHD1,45.39
IGHV1-24,55.85
ICA1,40.3
IGHV3-33,52.44
CPZ,58.28
TTC7B,46.46
SPMIP5,49.61
SLC25A26,40.15
PNLIPRP2,44.13
RBM39,40.28
DLEU7,39.9
GRID1,45.05
MAGEE1,54.03
EDNRB,38.12
RTL3,45.78
GPRC5C,54.5
STK32B,42.68
ERVH48-1,50.56
CD300A,52.04
MYOF,44.36
TBX22,40.94
CD300LB,51.6
LIPI,35.86
CD300C,58.56
CD300LD,45.64
CD300H,51.23
KRTAP10-9,66.33
ERG,41.91
OR52J3,45.51
OR52E2,44.99
TGIF2LX,51.74
IGHV3-30,51.88
GPR68,51.9
NBDY,45.07
SMIM22,53.19
IGHV5-10-1,56.59
SLAIN1,36.87
KCNK13,43.9
SH3BGRL,37.47
IGHV2-26,53.75
MSX1,56.95
TDP1,42.14
CYTL1,42.97
RPA3,37.19
RTTN,36.76
TRMT2B,44.9
TRMT44,49.1
TMEM204,58.04
KRTAP10-4,63.97
NXPH1,37.49
TRPM2,54.13
PAPOLB,40.72
C1GALT1,37.34
HHEX,46.36
ANKS3,49.79
KL,40.44
CCSER2,37.56
DRD5,58.59
STARD13,40.86
AP5Z1,58.27
TEX13B,57.86
LDB2,40.2
MAGEE2,46.87
SLC6A14,33.32
ACR,55.46
XK,39.51
REEP3,38.33
NLRP2B,50.59
ARHGAP19-SLIT1,45.99
ARHGAP6,39.23
TLL2,46.43
TRMU,52.44
IGHV1-18,56.48
NDUFA4,37.54
IGHV4-31,56.47
RPL10L,51.81
GNAQ,39.18
ACTR10,38.67
NRBF2,42.23
SCIN,38.46
EBPL,45.54
CYP2C19,39.49
HMX1,59.37
CNMD,41.91
SLC28A3,42.61
CYP26C1,58.53
ADGRA3,39.05
PIK3AP1,44.36
PCDH8,56.58
IGSF5,42.53
MICALL2,63.37
MLXIP,50.1
FOXB2,69.44
DACH1,33.94
PGM5,40.29
SERPINB13,38.32
UNKL,57.82
EIF3K,50.37
ATG4A,39.97
GSKIP,38.94
B3GALT5,44.29
PSAT1,45.6
SERPINB4,37.97
MCM3AP,47.4
IGHV3-13,51.59
GPR78,53.96
ARL11,46.76
FGF14,37.27
KAT6B,40.71
ARL4A,42.63
RASEF,40
PRPS1L1,45.87
KTN1,37.04
POGLUT2,41.01
GRAMD4,57.68
CPVL,41
C4orf19,41.01
SERPINB11,38.19
NMRK1,40.5
ARHGDIG,69.54
TBC1D19,36.56
IGKV5-2,42.86
CELSR1,53.99
PAN3,37.49
IGKV1-5,50.99
IGKV1-6,50.99
ACTN4,53
SERPINB3,37.96
IFT140,54.44
IGKV3-7,50.49
POLR1E,46.26
IGKV1-8,49.71
AWAT2,47.67
IGKV1-9,49.81
IGKV3-11,49.91
IGKV1-12,50.38
IGKV3-15,50.74
IGKV1-16,48.31
YBEY,53.09
IGKV1-17,49.5
IGKV3-20,51.11
PSMD10,37.71
IGKV6-21,43.18
FLT1,41.61
IGKV2-24,45.5
IGKV1-27,48.02
IGKV2-28,43.32
IGKV2-30,48.28
IGKV1-33,42.72
IGKV1-37,50.38
IGKV1-39,49.43
IGKV2-40,53.12
DYNAP,36.3
GOLM1,45.43
C21orf58,52.19
NOL4,34.88
LRCH2,37.13
GSDME,45.72
BID,52.51
CPNE1,43.12
LGALS4,52
FUNDC1,41.03
CCNB3,39.21
GLYR1,47.61
KLLN,63.48
TUT7,37.99
ECH1,51.42
PTEN,36
POU3F4,49.64
FAM236C,59.47
GART,41.63
NUFIP1,38.71
P2RY10,38.13
PPARGC1A,38.32
EPB41L3,39.83
PARVB,50.79
OSBPL3,40.72
GPALPP1,38.86
KRBOX4,41.17
GTF2F2,39.12
HNRNPL,53.73
EFNB1,56.39
KCTD4,37.68
TPT1,43.84
PPP1R2C,49.62
CYLC1,32.67
TYRP1,34.54
RIPPLY1,51.27
CDIP1,51.97
RNF139,37.5
TATDN1,40.76
CXorf38,45.21
GNA14,42.21
ZFAND5,39.89
SLC25A30,42.94
ZC3H7B,54.29
DCAF8L1,41.76
RINL,53.23
SPIN4,37.3
DCAF12L2,56
SQSTM1,53.09
OTUD6A,57.52
THOC2,38.09
RUFY1,47.72
SIRT2,53.55
TEF,51.78
MED10,45
XYLT1,45.89
UBE2QL1,47.07
PHF5A,46.22
PABPC3,39.47
AMER2,43.36
SLIT2,36.12
ICE1,38.91
MTMR6,37.71
ZBTB5,44.27
NAA35,38
POLR3H,55.14
ADCY9,47.27
TM9SF2,40.68
ADAMTS16,42.24
FOXD4L3,57.3
SYT8,63.55
DONSON,37.85
CARD19,49.97
IFNL3,58.52
IFNL2,58.17
IFNL1,56.64
LRFN1,55.91
GMFG,51.1
SOHLH2,37.68
IFNL4,63.57
OSTF1,40.26
PMM1,54.81
CCDC169-SOHLH2,38.13
ZNF500,54.32
ITM2A,36.96
CBY3,56.38
FRMD3,41.56
DIPK1C,49.67
FASTKD3,37.73
CANX,45.61
TNNI2,65.11
SLC24A3,43.88
TIMM21,42.28
HS3ST4,42.13
CCDC169,37.97
GBA3,38.48
DESI1,46.9
LUZP4,40.56
CREBBP,45.01
TMEM50B,43.33
MAFB,56.42
SPANXB1,49.96
LPIN3,55.15
C18orf63,36.65
MAGEC2,51.75
ADCY2,40.93
LSP1,61.64
XRCC6,46.19
CYB5A,44.27
SLITRK4,41.25
GADD45G,66.26
NAP1L2,40.34
HTATSF1,37.88
IL10RB,46.65
NFKBIB,50.76
TMOD1,46.76
CHD6,41.09
MSRB1,58.32
RPL3L,55.32
DTNA,37.99
NDUFB10,58.74
ZNF25,40.16
RPS2,57.61
SNX13,35.09
RNF151,58.76
TFDP3,47.55
CCER2,60.11
TBL3,64.29
MARCHF5,40.45
DCLK1,40.17
SARS2,53.66
IGBP1,42.89
IFNGR2,44.66
NOXO1,63.61
GFER,61.06
MARCHF11,39.41
SYNGR3,66.55
CPEB3,40.86
NPW,55.12
ZNF598,64.28
SPANXN3,46.53
FERRY3,36.55
TEX10,37.95
CT47A12,57.94
SEMA5A,40.18
SLPI,51.29
WDR44,39.07
IGHV3-16,51.52
EXOC6,37.57
WFDC2,46.72
EFCAB11,40
VPS26C,44.22
MRPS31,39.2
SPINT3,42.98
EPPIN-WFDC6,44.91
GRIN3A,38.54
SLC25A15,46.25
EPPIN,44.93
RGS11,64.56
MAML1,47.62
KCNA5,58.63
CMC2,40.64
WFDC3,45.6
CYLC2,30.37
TTC3,38.7
LTC4S,67.09
MAB21L1,42.87
KLHL7,38.72
SERP2,44.49
IGHV3-11,51.93
TRAJ46,52.38
MYO10,44.1
CENPN,43.2
TSC22D1,38.08
MFAP5,42.51
TMEM38B,37.53
ATMIN,44.63
MRPS12,55.6
C16orf46,43.5
PWWP3B,38.7
TRAJ44,50.79
TRAJ43,44.44
TRAJ42,37.88
TRAJ41,54.84
TRAJ40,44.26
BARX1,66.02
GCSH,43.85
TRAJ39,46.03
MGAT4B,64.05
TRAJ37,43.08
TRAJ36,50
FBXO17,49.2
TRAJ35,50.85
TRAJ34,43.1
TRAJ33,45.61
ACOD1,43.54
TRAJ32,46.97
TRAJ31,49.12
TRAJ30,42.11
TRAJ29,43.33
TRAJ28,53.03
TRAJ27,49.15
TRAJ26,50
TRAJ25,50
BRS3,37.81
TRAJ24,57.14
DNTTIP1,45.98
TRAJ23,44.44
BICC1,38
GPC6,37.14
TRAJ22,44.44
TRAJ21,32.73
TRAJ20,47.37
TRAJ19,35
TRAJ18,56.06
NINJ1,59.63
TRAJ17,46.03
ASB12,45.81
TRAJ16,48.33
TRAJ14,36.54
TRAJ13,44.44
TRAJ12,53.33
TRAJ11,50
CT47A11,49.5
TRAJ10,48.44
TRAJ9,37.7
TRAJ7,49.15
LGALS7B,58.79
TRAJ6,45.16
TRAJ5,51.67
TRAJ4,49.21
DCT,39.87
TRAJ3,53.23
TRAJ2,36.36
TRAJ1,45.16
TRAC,50.2
AMER1,50.92
DAD1,41.9
LGALS7,58.65
ZIC3,48.02
SEL1L3,43.64
SPANXC,49.76
OXA1L,46.65
AHR,36.63
SPANXN1,46.44
SNU13,46.8
BTRC,38.96
VPS13A,35.88
MAGEC3,39.06
TGDS,36.97
UBE2C,51.32
HSFX1,56.93
HSCB,46.7
GPR180,36.55
CMC4,40.03
PRR33,66.16
RPN2,44.37
TNNT3,61.18
SOX21,55.61
GHRH,50.86
TWIST1,37.36
MAGEA8,55.23
MANBAL,47.36
ABCC4,42.34
MALSU1,41.44
SRC,54.1
IDS,45.34
LRP10,55.43
NOD1,46.77
PTCHD3,38.6
MROH8,45.32
COMT,53.46
COMMD8,36.36
ITGB2,57.45
MGRN1,55.34
REM2,56.14
CLEC4E,39.84
DNTT,42.58
TNNC2,51.86
SP4,38.35
MRNIP,49.4
SLAIN2,37.84
ZSWIM1,50.32
RBM23,45.96
CSE1L,41.33
RIMKLB,41.05
ITGB8,37.44
FAM171A1,45.04
MED10,45
OCIAD2,41.87
ETV6,43.2
CT47A7,49.47
LDOC1,38.91
C1GALT1C1,39.69
ZNF33A,39.26
MTCP1,38.73
CT47B1,49.3
CLEC1A,38.86
CT47A6,49.44
IGF2BP3,41.63
MTRR,39.8
CT47A5,49.47
CT47A4,49.47
CT47A3,49.47
CT47A2,49.47
CT47A1,49.53
STAU1,43.2
GLUD2,47.81
MAGEA11,43.37
CLEC9A,36.89
GPR50,56.27
PASD1,39.24
RELL1,42.83
GSTO1,41.43
ARVCF,58.04
LRP6,38.54
MARCHF8,47.2
OR13A1,38.41
ALOX5,47.73
IGSF1,38.52
WDR19,39.28
CSTF2T,43.36
TBC1D9B,53.86
ARHGAP19,42.77
RAMP3,51.29
CFAP90,44.43
CDCA7L,41.36
FBXL7,39.82
CLDN10,42.01
GDF3,46.28
SPEF2,37.81
DZIP1,41.42
DPCD,50.18
OLR1,38.78
SLCO4A1,58.19
KRTAP26-1,47.65
KRTAP27-1,47.36
KRTAP13-2,49.32
KRTAP13-1,50.51
KRTAP15-1,47.06
KRTAP19-1,43.35
KRTAP19-2,47.97
KRTAP19-3,44.57
KRTAP19-4,48.54
KRTAP19-5,48.87
TANGO2,54.68
KRTAP19-6,47.58
KRTAP19-7,43.86
KRTAP22-2,39.25
KRTAP6-3,50.63
KRTAP22-1,45.27
HS3ST1,43.92
KRTAP20-1,45.09
ABCA13,38.84
KRTAP20-4,53.57
KRTAP20-2,46.38
KRTAP20-3,43.22
NTSR1,55.17
ZNF718,39.51
KRTAP21-3,36.36
KRTAP21-2,47.42
KRTAP21-1,48.31
KRTAP23-1,56.73
KRTAP13-3,52.1
SCNN1G,47.5
MRGBP,59.24
POLL,52.96
OR5P2,43.69
TIAM1,43.86
CLEC4D,37.46
OR5P3,36.84
DNAJC3,39.79
OGFR,63.45
OR10A6,36.09
OR10A3,40.72
NLRP10,45.58
PRMT5,47.51
GABRB1,36.76
MRPL23,62.94
HNRNPH1,45.92
UGGT2,37.01
HS3ST2,43.5
COL9A3,61.84
TMC7,46.16
RAD23B,38
CORIN,38.52
PTPRO,37.59
LMX1B,56.28
PNMA6F,62.72
EOLA2,52.1
SERPINB12,39.65
ZFR,38.32
DSEL,40.56
TNRC6A,42.59
HS6ST3,38.03
PRELID3A,50.59
FUNDC2,39.83
RASA3,56.73
DAPK1,45.13
OR10A3,43.17
OR5P2,43.69
SH3BGR,40.49
OR5P3,45.73
OR10A6,40.49
NLRP10,48.59
FAM204A,38.06
TCFL5,48.85
KLF12,37.51
CCNA1,42.94
DIDO1,49.19
SLC66A2,52.93
EOLA1,52.53
GATD3,56.16
TUBA3C,51
CREB5,40.7
FBXW4,45.8
SPRYD7,40.33
SLC38A9,38.77
RAB12,42.23
NEK3,39.57
FECH,42.66
SNX29,47.13
OOSP1,38.37
OOSP4A,36.57
OOSP4B,37.35
PDCD11,46.81
HSPA12B,56.27
OOSP2,38.11
CLOCK,37.37
MS4A3,39.12
KRTAP13-4,46.96
SPANXD,51.02
KRTAP6-2,55.27
KRTAP6-1,49
POLR3E,51.68
ADISSP,55.81
RNF128,36.73
UCHL3,35.78
HECW1,42.03
VGLL1,43.63
CABLES1,48.32
METTL21EP,37.15
GPC5,35.84
MAGEC1,51.98
SPEF1,57.54
LHFPL1,40.72
ICOSLG,56.59
ZDHHC8,63.57
F8,39.69
MAVS,52.52
IFNAR2,43.41
PNLIPRP3,38.55
B4GALT6,39.13
THNSL1,37.78
C14orf93,45.67
AP2A2,53.71
CDX2,57.01
EPB41L1,49.98
CDH10,34
URAD,50.08
RHOBTB1,38.94
C1QTNF9B,47.28
ZPBP,36.38
ATP7B,44.7
CCDC188,68.75
SGSM2,54.99
PRR32,44.9
LYZL1,42.69
CXorf51B,49.77
HIRA,46.11
ELOA2,56.83
AFF2,38.84
GPX8,38.84
ARMH3,42.35
ZYX,57.96
RPL17,42.92
CENPC,36.82
NPSR1,39.67
ISL1,44.27
MUC6,61.67
TSTD2,42.28
AGAP9,40.48
CYP26A1,52.98
ANKH,43.86
BRINP1,40.76
FAM13C,40.06
PSMB5,46.64
UBALD1,64.7
NPR3,40.83
PLPPR1,38.58
PCNT,51.58
PSMB11,58.14
HMGN5,36.42
C14orf119,44.77
INMT,50.11
EPHA1,52.59
CIROP,49.68
PPP1R3E,51.8
NCBP1,37.74
APOBEC1,44.28
ADCY1,47.64
TECRL,33.53
LRRC56,59.97
ANKFY1,44.9
EFS,54.29
NETO2,38.67
CASP12,36.39
CLEC7A,37.42
SMAD7,52.17
IFNAR1,41.36
MAP7D3,40.66
FST,44.98
CMTM5,58.17
PHRF1,56.34
VWC2,39.85
AAR2,47.45
TAS2R60,47.54
GALNT1,38.5
TAS2R41,50.11
OR10AC1,44.03
SFRP4,39.07
CTAGE15,41.28
CTAGE6,41.33
OR2F2,48.11
OR2F1,37.31
GHR,38.5
UFD1,46.94
SPATA31A6,52.93
OR6B1,39.79
METTL22,49.56
TCAF2,42.02
DEFB132,42.96
GCNT1,41.98
TBRG4,53.25
SLC34A2,47.92
C20orf96,48.38
THTPA,54.2
ZNF407,37.97
ZCCHC3,55.56
ITPRIP,52.5
RPA4,46.03
DCAF12L1,47.87
TLE1,43.5
TBC1D20,48.23
CFAP58,39.87
MANSC1,43.98
GLUD2,47.81
TBC1D8B,36.59
AP1G2,55.18
SON,38.69
ZZEF1,44.49
HSBP1L1,50.46
PHLDA2,65
TMEM26,35.9
TXNL4A,45.6
PRB2,41.24
CARS1,51.98
CACUL1,39.56
A2ML1,44.23
RBFA,48.51
RAB11FIP2,35.75
TWIST2,50.47
UGT2B10,33.03
LONP2,39.56
GAS1,59.68
MORC4,39.76
HMX3,56.89
SULT1B1,37.28
FGD3,49.44
FAM53B,52.7
ADNP2,41.68
CSNK2A1,41.35
PRLHR,48.81
BTBD16,45.42
CRK,49.13
PARD6G,47.49
CDH9,34.23
AMPH,39.13
LMNTD2,67.09
KCNG2,51.15
ZNF287,39.49
KCTD8,35.64
OAT,42.49
VBP1,40.41
USP14,38.05
NAALAD2,34.98
SDAD1,40.57
BRCA2,38.2
CDC45,48.03
ADAMTS12,40.42
RNH1,60.36
LRRC75A,53.45
MGMT,45.58
IL13RA2,35.57
RB1,38.5
WSB1,39.73
MTG1,48.28
MPV17L,44.78
ADARB1,45.43
MCIDAS,52.67
ITFG1,37.51
INVS,38.92
BCAT1,40.01
ADCYAP1,52.94
POM121L12,63.96
UGT3A1,40.66
FRG2B,44.33
ANKMY2,38.01
COL4A2,47.83
PHKA1,37.87
ELAC1,41.78
WBP1L,47.4
INPP5A,54.13
METTL4,36.78
CCT6A,41.19
CDH18,34.89
CHORDC1,35.44
DRD4,67
NDC80,36.33
DEAF1,50.98
RNASEH2B,40.31
SMC2,35.98
IRF7,67.07
PEMT,55.22
DHRS4,45
CABS1,37.27
NUP93,42.43
CDH12,35.28
STK38L,37.77
KCNQ1,56.26
SMR3B,36.55
SMCHD1,36.81
TRIL,56.85
NAP1L4,44.27
NACAD,62.24
COX7B2,36.84
CHST15,50.24
UGT2B11,32.22
NIPSNAP2,45.28
RAB3C,37.99
SHROOM3,41.27
SLC15A5,36.22
HRAS,69.01
GYS2,37.09
EMB,36.85
BORCS5,42.17
SCD5,43.56
ZDHHC15,38.32
ATP9B,41.83
TACC2,48.29
MGST1,36.94
TRAJ38,48.39
ELOVL7,39.18
TCL1A,50.16
PSPH,46.35
RASSF7,69.14
CPD,38.51
KLF3,41.85
MSANTD3-TMEFF1,39.88
SEPTIN5,66.51
ADGRG4,39.12
NAA11,38.12
SUSD3,52.28
CDHR5,63.04
EVC2,45.06
CHGA,56.29
ZNF713,43.04
CLEC6A,36.72
ITGA1,36.8
RAB39B,40.8
DPPA3,45.96
NAP1L3,42.36
CDH8,36.82
NR6A1,40.7
GRB10,45.52
RADX,35.16
ITPK1,53.85
SYT10,36.43
BLMH,40.18
ATP23,40.87
NRIP1,36.59
EPS8,37.25
RCAN1,44.23
CT83,41.44
CDKN1C,67.48
DEFA5,41.09
SPANXA2,49.48
GP1BB,72.34
SCT,73.35
GNB1L,52.87
PTDSS2,56.37
PIK3C3,35.33
STOM,39.57
SLC22A18,61.28
FAM151B,38.99
COQ7,46.17
MTREX,36.82
ZNF830,42.67
LIN54,39.03
SPIN1,41.25
NSRP1,38.57
RTN4R,60.45
MOAP1,51.52
LYSET,46.14
GRIK1,38.04
DGCR6L,57.69
GON7,43.17
SECISBP2,42.36
UBR7,43.11
SYN1,47.76
TXNRD2,54.09
GSG1L,48.22
MSRA,43.56
THOC1,37.31
HAPLN1,36.15
ALKBH1,42.35
SINHCAF,41.46
NXN,50.99
ZC3H7A,42.76
TIMP1,53.47
SLIRP,41.29
VCAN,37.18
APP,39.73
TAS2R7,40.05
TAS2R8,35.64
COL27A1,52.26
TAS2R9,39.73
PRR4,36.45
THAP9,37.02
ADCK1,47.62
ZMYM3,53.76
GK2,43.09
KRTAP10-12,67.12
LTN1,36.74
PARP11,39.15
TAS2R10,36.47
SMR3A,36.44
TAS2R13,35.92
MYOM1,40.55
PRH2,43.08
STAP1,37.8
AP2B1,39.93
SAV1,37.87
TAS2R14,36.06
TAS2R50,38.5
TAS2R20,34.76
TAS2R19,40.52
SLC52A3,51.37
SKAP2,36.94
TAS2R31,40.45
MMP2,45.67
ATP10D,37.61
TAS2R46,38.71
TAS2R43,39.05
TAS2R45,39.67
TAS2R30,35.98
PYGL,42.37
ARFGEF2,43.25
CRACR2A,45.71
RPL35,56.22
TAS2R20,34.9
TAS2R30,40.31
PRB1,45.95
TMEFF1,39.37
TAS2R50,38.5
TAS2R19,40.22
PRB3,46.55
PIWIL1,42.77
XKR5,49.55
RWDD2B,45.41
CAPSL,41.69
DEFA1B,44.13
DERA,39.11
FAM90A19,58.82
FAM90A7,58.73
TAS2R42,39.26
FAM90A10,58.76
TAS2R9,39.73
PRR23D1,48.88
KLF4,56.93
PRH2,43.08
DEFB107B,40.42
DEFB106B,36.16
DEFB104B,44.24
DEFB103B,44.73
STK17A,40.71
TAS2R7,40.05
DEFB4B,43.33
USP16,38.76
ING1,49.86
PRR4,36.57
GZMK,40.28
USP17L4,51.04
ISCA1,41.36
LMO7,38.67
ARSB,41.01
USP17L1,51.91
FAM90A20,57.79
SALL3,46.74
FAM90A3,58.82
FAM90A23,58.78
PPP2R2C,51.48
WDR7,36.24
AGMO,34.99
TAS2R31,40.25
TAS2R8,35.64
USP17L7,50.72
ZNF705D,39.6
MED27,44.21
TAS2R13,35.92
DEFB130B,36.29
PRB4,44.8
ABHD12B,42.93
DEFB134,38.25
TAS2R43,39.89
BCL2L14,40.68
PRH1,36.48
DEFB135,44.58
DEFB136,48.87
PDZD2,45.42
ZNF804B,34.85
TAS2R10,36.47
TAS2R14,36.04
CCL17,53.48
CTSB,52.18
TAS2R46,38.6
DNAAF8,52.61
SEMA3A,34.35
SLC5A8,38.27
FAM210B,49.24
ITGB1BP2,46.36
ARPC5L,52.55
AURKA,42.93
DLST,44.92
ANO4,39.19
UGT2B7,35.89
PLIN2,44.99
PCED1B,39.92
CCT8,38.32
ZSWIM6,38.18
B4GALNT3,49.19
CRAMP1,53.1
CXCR3,61.25
FDFT1,44.4
PRB1,48.56
CLIC2,38.46
VKORC1L1,41.25
NEIL2,48.94
GATA4,48.31
RXRA,62.16
LAMA1,43.13
H2AB3,62.44
BLVRA,44.31
SLC9B2,37.26
TMLHE,37.16
ITGA2,38.01
NANOGNB,45.03
STRAP,36.48
CCL22,51.15
VAMP7,38.75
CAPNS2,45.82
PANX2,64.17
GATAD1,41.76
PBX3,37.29
DYNC1LI2,44.86
RPS6KL1,55.34
BLK,46.63
TRABD,62.81
FAM167A,52.68
VOPP1,46.42
SLC35G5,57.68
MTMR9,37.52
SPRYD3,53.98
XKR6,46.11
PINX1,43.17
OPN1LW,52.59
MAP3K7CL,40.6
PARM1,40.47
PINX1,43.86
SOX7,52.21
RP1L1,50.93
TACR3,35.63
C8orf74,52.28
OPN1MW,53.21
PGF,55.88
TMEM117,37.35
PRSS55,47.59
CETN1,43.46
BANK1,36.28
TYMS,45.66
SDHAF3,38.5
PRSS51,45.13
FAM50A,60.42
MAPK12,64.54
LMTK2,43.73
COL6A2,55.87
TNKS,37.28
SPACA7,41.46
MAPKAP1,41.82
SPMIP11,45.44
PPP1R3B,46
EIF2B2,44.02
UTP4,43.98
SLC2A13,37.04
CCT6B,39.87
ERI1,41.66
TUBGCP3,44.29
MFHAS1,44.14
DNAH10,47.07
CLDN23,60.74
HABP2,46.71
PCLO,33.81
PRAG1,43.89
REDIC1,36.44
MLH3,41.37
KCNK18,50.58
ENOSF1,46.09
FAM90A9,55.38
NKX1-2,54.79
PLXNA3,60.44
FAM90A17,55.42
FAM90A16,55.38
LHPP,53.49
FAM90A7,55.4
USP17L2,51.29
ZNF705G,39
PRR23D2,48.94
DEFB107A,37.11
NANOG,44.05
DEFB105A,38.03
DEFB106A,36.13
DEFB104A,44.41
SPAG11A,44.82
HTRA1,49.66
DEFB103A,45.01
DEFB4A,43.27
CCDC92,50.4
ALG10B,33.73
ZNF705B,39.14
USP17L8,49.91
USP17L3,52.04
DNAJC28,45
FAM86B2,53.66
SLX9,56.69
CSTF1,41.14
UBL4A,60.68
NTF3,46.64
LONRF1,38.66
LIG3,47.21
JMY,40.21
KCNJ6,42.73
BBS9,38.88
SLC10A3,60.86
MAPK11,65.39
ACYP1,41.68
TOLLIP,57.49
NIPBL,35.04
CSTB,53.64
PDZD8,37.49
ZC2HC1C,42.76
SHMT2,57.11
RTF2,43.71
ZNF711,34.37
LPCAT2,35.49
PDCL,45.24
RUNX1,41.54
TM9SF3,37.03
TMED10,42.19
GPAT3,40.09
HSDL2,40.76
RAB9B,39.76
TRMT9B,41.39
TMSB15B,41.72
DLC1,42.91
AGPAT5,38.19
SERPINA4,47.47
CTRB2,65.09
SMAD9,41.08
MUC5B,65.56
TC2N,34.86
DEFB1,44.38
ROR2,44.96
PIGP,40.98
DEFA6,45.4
FA2H,50.89
DEFA4,45.15
THAP6,40.52
LRRC30,58.26
MSL3,42.85
FHOD3,43.06
SERPINA5,49.18
DEFA1,43.97
DEFA3,44.14
C22orf39,46.97
GRK1,61.17
PARP4,42.87
TMEM255B,82.89
DEFB105B,38.22
VAT1L,44.32
SPAG11B,44.74
GMDS,40.77
FAM209A,48.82
GKAP1,38.75
DEFB108C,37.6
DEFB109B,36.66
MEI1,46.77
DEFB109D,36.74
DEFB109C,36.56
FAM209B,48.46
FAM90A12,58.85
FAM86B1,54.12
CHAF1B,46.71
CISD2,38.96
CASS4,45.22
MAF,44.86
PPP2R2D,47.94
ACACA,41.28
TANGO6,43.09
H2AZ1,49.21
NDUFAF5,39.86
BRSK2,63.85
CATSPERB,38.81
GOLGA1,44.1
SERPINA3,50.9
MRPL1,37.79
CLDN14,46.47
TNFRSF13C,58.35
TMEM179,54.08
EXOC2,40.51
CNIH1,38.2
EFNB2,41.29
CNTNAP4,36.6
MRPS6,42.91
NAGA,53.26
INSYN2A,44.72
CKMT2,44.36
ARGLU1,37.63
C14orf180,62.78
SLC5A3,39.02
KCNE2,43.69
CAMSAP1,47.03
WDR11,36.77
ZNFX1,45.85
TBCK,35.9
HMGB1,41.99
SAMD4A,43.24
ZP2,44.99
PARD6B,41.04
PHETA2,55.87
CYYR1,37.29
MOCS3,45.62
EEF1E1,39.63
USPL1,38.94
CCDC134,49.37
NAA20,40.77
AFG3L2,44.64
ATG10,38.03
SGPP1,39.68
CRYAA,63.21
HMGXB4,41.49
CRNKL1,39.08
ALOX5AP,45.66
PTPN3,45.34
PRMT2,45.26
BLOC1S5,39.98
MEDAG,45.46
TEX26,40.64
COQ9,45.83
IGHA2,65.16
WDHD1,39.43
KRT76,49.04
USP12,38.81
IGHG3,62.68
EEF1E1-BLOC1S5,40.2
ACADSB,40.73
IGHV3-11,51.93
RASGRF2,40.98
KDM1B,42.05
GOLGA8F,49.17
IGHV3-20,52.32
GTF3A,44.69
IGHE,63.98
IGHV1-24,55.82
CPNE8,36.06
ANKS4B,42.41
IGHA1,64.79
MELK,41.98
IGHV4-31,57.72
IGHV1-3,56.04
IGHV4-34,55.88
IGHV4-39,54.51
GOLGA8G,49.11
NPIPB5,47.67
IGHG1,63
MCM5,52.45
CTDP1,53.38
XPNPEP1,44.62
POLR3E,51.65
IGHV3-33,52.02
MTIF3,42.6
EEF2K,47.84
IGHV3-21,52.16
MOSMO,39.21
IGHV1-45,54.44
PDZD9,44.63
IGHV4-28,55.82
IGHV3-53,53.87
IGHG4,62.8
NPIPB4,47.65
CFAP20,44.82
BLOC1S5-TXNDC5,41.93
IGHV3-16,51.52
FARP1,44.52
METTL9,42.62
IGHV3-13,51.59
IGSF6,40.71
IGHV1-18,56.45
NPIPB11,47.87
BMP6,43.48
